MalzemeId;MalzemeKategoriId;MalzemeMarkaId;OlcuBirimiId;UrunAd;UrunKodu;Barkod;Resim;Tarih;OzelAlan;IslemiYapan;Aciklama;Ikaz;AlisFiyat;AlisParaBirimiId;SatisFiyat;SatisParaBirimiId;RafNo;
16054;124;NULL;1;KAR BIÇAÐI PÝSTAON(LÝFT);16053;;NULL;6.02.2017;;472;;0;0.00;3;0.00;3;;
16055;111;NULL;1;ZÝNCÝR 29,5 * 25;16054;;NULL;6.02.2017;;472;;0;0.00;3;0.00;3;;
16056;108;NULL;1;LASTÝK 195/65 R15 PANELVAN-COURÝER;16055;;NULL;6.02.2017;;472;;0;0.00;3;0.00;3;;
16057;108;NULL;1;LASTÝK 315/80 R22,5 KAMYON;16056;;NULL;8.02.2017;;472;;0;0.00;3;0.00;3;;
16058;108;NULL;1;LASTÝK 235/65 R16 ÇÝFT KABÝN KAMYONET-TRANSÝT;16057;;NULL;8.02.2017;;472;;0;0.00;3;0.00;3;;
16059;108;NULL;1;LASTÝK 195/75 R16 ÇÝFT KABÝN KAMYONET-DAÝLY-TRANSÝ;16058;;NULL;14.02.2017;;472;;0;0.00;3;0.00;3;;
16060;108;249;1;LASTÝK 1400-24 (PETLAS) GRAYDER;16059;;NULL;14.02.2017;GREYDER;472;;0;0.00;3;0.00;3;;
16061;108;NULL;1;LASTÝK ÝÇ ;16060;;NULL;14.02.2017;;472;;0;0.00;3;0.00;3;;
16062;108;249;1;LASTÝK 16.9/28 (PETLAS) BEKO LODER;16061;;NULL;14.02.2017;BEKO LODER;472;;0;0.00;3;0.00;3;;
16063;108;NULL;1;LASTÝK 17.5/25 GRAYDER ÞAMPÝYON-CAT-VOLVO;16062;;NULL;14.02.2017; GREYDER;472;;0;0.00;3;0.00;3;;
16064;114;NULL;1;MOTOR 6/CT GAMÝS MOTORU;16063;;NULL;14.02.2017;;472;;0;0.00;3;0.00;3;;
16065;114;NULL;1;MOTOR 155/PC TRANSÝT MOTOR;16064;;NULL;14.02.2017;;472;;0;0.00;3;0.00;3;;
16066;108;NULL;1;LASTÝK 195/ R14 2000 ALTI TRANSÝT MÝNÝBÜS-RÖMORK S;16065;;NULL;14.02.2017;;472;;0;0.00;3;0.00;3;;
16067;97;NULL;1;KANTAR TARTI ;16066;;NULL;14.02.2017;;472;;0;0.00;3;0.00;3;;
16068;108;NULL;1;LASTÝK 8,5/ R17,5 KAMYONET;16067;;NULL;14.02.2017;;472;;0;0.00;3;0.00;3;;
16069;108;NULL;1;LASTÝK KAPLAMA 315/ 80 R 22,5 KAMYON;16068;;NULL;15.02.2017;;472;;0;0.00;3;0.00;3;;
16070;120;NULL;1;DÝNAMO MARJ 24 V;16069;;NULL;15.02.2017;;472;;0;0.00;3;0.00;3;;
16071;120;NULL;1;DÝNAMO MARJ 12 V;16070;;NULL;15.02.2017;;472;;0;0.00;3;0.00;3;;
16072;120;NULL;1;DÝNAMO ÞARJ 24 V;16071;;NULL;15.02.2017;;472;;0;0.00;3;0.00;3;;
16073;120;NULL;1;DÝNAMO ÞARJ 12 V;16072;;NULL;15.02.2017;;472;;0;0.00;3;0.00;3;;
16074;124;NULL;1;JANT 900*22,14 PM;16073;;NULL;15.02.2017;;472;;0;0.00;3;0.00;3;;
16075;108;NULL;1;LASTÝK ÝPTAL;16074;;NULL;15.02.2017;;472;;0;0.00;3;0.00;3;;
16078;108;NULL;1;LASTÝK 26,5/ 25 YÜKLEYÝCÝ LOADER;16077;;NULL;20.02.2017;;472;;0;0.00;3;0.00;3;;
16079;108;NULL;1;LASTÝK 215/ 75 R 16 ÇÝFT KABÝN KAMYONET;16078;;NULL;20.02.2017;;472;;0;0.00;3;0.00;3;;
16080;108;NULL;1;LASTÝK 215/75 R 17.5 KAMYON 6 TEKER;16079;;NULL;20.02.2017;;472;;0;NULL;3;NULL;3;;
16081;108;NULL;1;LASTÝK 13 R 22,5 KAMYON ;16080;;NULL;20.02.2017;KAMYON;472;;0;0.00;3;0.00;3;;
16082;108;NULL;1;LASTÝK SÝBOPLARI;16081;;NULL;20.02.2017;;472;;0;0.00;3;0.00;3;;
16083;94;NULL;6;BETON KATKI MALZEMELERÝ;16082;;NULL;20.02.2017;;472;;0;0.00;3;0.00;3;;
16084;134;NULL;1;ÇÝMENTO TORBA;16083;;NULL;20.02.2017;;472;;0;0.00;3;0.00;3;;
16085;134;NULL;6;ÇÝMENTO DÖKME;16084;;NULL;20.02.2017;;472;;0;0.00;3;0.00;3;;
16086;94;NULL;13;BETON POMPA BEDELÝ;16085;;NULL;20.02.2017;;472;;0;0.00;3;0.00;3;;
16087;125;NULL;1;ÝÞ SAÐLIÐI VE GÜVENLÝÐÝ;16086;;NULL;21.02.2017;;472;;0;0.00;3;0.00;3;;
16088;108;NULL;1;LASTÝK 295/80 R 22,5 KAMYON ÇEKÝCÝ;16087;;NULL;27.02.2017;;472;;0;0.00;3;0.00;3;;
16089;108;NULL;1;LASTÝK 8.5 R17.5 KAMYONET;16088;;NULL;27.02.2017;;472;;0;0.00;3;0.00;3;;
16090;108;NULL;1;LASTÝK 245/70 R16 ÇÝFT KABÝN PÝCKUP;16089;;NULL;27.02.2017;;472;;0;0.00;3;0.00;3;;
16091;95;NULL;1;ÝLAÇLAMA POMPASI;16090;;NULL;3.03.2017;;472;;0;0.00;3;0.00;3;;
16092;97;NULL;1;LABRATUVAR MALZEMELERÝ;16091;;NULL;7.03.2017;;472;;0;0.00;3;0.00;3;;
16093;108;NULL;1;LASTÝK 205/ 55 R 16 BÝNEK-L200-HÝLUX;16092;;NULL;7.03.2017;;472;;0;0.00;3;0.00;3;;
16094;108;NULL;1;LASTÝK 225/70 R15 ÇÝFT KABÝN KAMYONET;16093;;NULL;10.03.2017;;472;;0;0.00;3;0.00;3;;
16095;108;NULL;1;LASTÝK 195/70 R15 ÇÝFT KABÝN KAMYONET-H100 ÖN;16094;;NULL;11.03.2017;;472;;0;0.00;3;0.00;3;;
16096;97;NULL;1;MUHTELÝF MALZEMELER;16095;;NULL;14.03.2017;;472;;0;0.00;3;0.00;3;;
16097;108;NULL;1;JANT 17*7,5  5X114.3;16096;;NULL;31.03.2017;;472;;0;0.00;3;0.00;3;;
16098;97;NULL;6;ISINMA  GAZI;16097;;NULL;31.03.2017;;472;;0;0.00;3;0.00;3;;
16099;135;NULL;1;YANGIN SÖNDÜRME 2 KÐ;16098;;NULL;31.03.2017;;472;;0;0.00;3;0.00;3;;
16100;135;NULL;1;YANGIN SÖNDÜRME 6 KÐ;16099;;NULL;31.03.2017;;472;;0;0.00;3;0.00;3;;
16101;97;NULL;1;ÝLKYARDIM SETÝ;16100;;NULL;31.03.2017;;472;;0;0.00;3;0.00;3;;
16102;94;NULL;13;BETON C-16;16101;;NULL;1.04.2017;;472;;0;0.00;3;0.00;3;;
16103;108;NULL;1;LASTÝK 185/65 R15 PANEL;16102;;NULL;1.04.2017;;472;;0;0.00;3;0.00;3;;
16104;97;NULL;1;TRAFÝK VE UYARI LEVHALARI;16103;;NULL;1.04.2017;;472;;0;0.00;3;0.00;3;;
16105;113;NULL;1;KÜREK;16104;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16106;113;NULL;1;KÜREK SAP;16105;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16107;113;NULL;1;KAZMA;16106;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16108;113;NULL;1;KAZMA SAPI;16107;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16109;113;NULL;1;TIRMIK;16108;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16110;113;NULL;1;TIRMIK SAPI;16109;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16112;113;NULL;1;BALYOZ SAPI;16111;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16113;113;NULL;1;FIRÇA SERT;16112;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16114;113;NULL;1;FIRÇA YUMUÞAK;16113;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16115;113;NULL;1;FIRÇA SAPI;16114;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16116;113;NULL;1;PAS SÖKÜCÜ;16115;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16117;113;NULL;1;BALATA SIPREYÝ;16116;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16118;113;NULL;1;ETER;16117;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16119;113;NULL;1;CÝVATA SABÝTLEYÝCÝ (ORTA DERECE);16118;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16120;113;NULL;1;CÝVATA SABÝTLEYÝCÝ (YÜKSEK DERECE);16119;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16121;113;NULL;1;PORTAKAL SIVI ÇONTA;16120;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16122;113;NULL;1;DUR GEÇ ;16121;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16123;194;NULL;1;MÝSÝNA ;16122;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16124;113;NULL;6;ÇÖP POÞETÝ;16123;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16125;113;NULL;1;SÝLÝNDÝR BANDAJ FÝBERÝ;16124;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16126;98;NULL;1;FIRÇA ÇELÝK 180*600;16125;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16127;113;NULL;1;FIRÇA PÝLASTÝK 180*600;16126;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16128;98;NULL;1;FIRÇA ÇELÝK 180*800;16127;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16129;113;NULL;1;FIRÇA PÝLASTÝK 180*800;16128;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16130;108;NULL;1;LASTÝK KAPLAMA 13R 22,5 KAMYON;16129;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16131;108;NULL;1;LASTÝK KAPLAMA  275/70 R 22,5 OTOBÜS;16130;;NULL;3.04.2017;;472;;0;0.00;3;0.00;3;;
16134;108;NULL;1;LASTÝK 205/ 55 R 17 BÝNEK;16133;;NULL;4.04.2017;;472;;0;0.00;3;0.00;3;;
16135;108;NULL;1;LASTÝK 215/ 65 R16 BÝNEK;16134;;NULL;4.04.2017;;472;;0;0.00;3;0.00;3;;
16136;113;NULL;1;SU DEPOSU;16135;;NULL;4.04.2017;;472;;0;0.00;3;0.00;3;;
16137;107;NULL;1;BIÇAK GREYDER YAN;16136;;NULL;6.04.2017;;472;;0;0.00;3;0.00;3;;
16138;98;NULL;1;FIRÇA PÝLASTÝK 110*380;16137;;NULL;10.04.2017;;472;;0;0.00;3;0.00;3;;
16139;113;NULL;1;ELARABASI;16138;;NULL;12.04.2017;;472;;0;0.00;3;0.00;3;;
16140;124;NULL;1;STOP LAMBASI (KOMPLE);16139;;NULL;12.04.2017;;472;;0;0.00;3;0.00;3;;
16141;124;NULL;1;STOP CAMI;16140;;NULL;12.04.2017;;472;;0;0.00;3;0.00;3;;
16142;124;NULL;1;SÝNYAL ÖN (BMC);16141;;NULL;12.04.2017;;472;;0;0.00;3;0.00;3;;
16143;136;NULL;3;ENJEKSÝYON DELÝKLERÝ AÇILMASI;16142;;NULL;12.04.2017;;472;;0;0.00;3;0.00;3;;
16144;136;NULL;13;ENJEKSÝYON YAPILMASI;16143;;NULL;12.04.2017;;472;;0;0.00;3;0.00;3;;
16145;91;NULL;2;YAÐ 80/140 DEFRANSÝYEL;16144;;NULL;15.04.2017;;472;;0;0.00;3;0.00;3;;
16146;91;NULL;2;YAÐ KATKISI 670LS;16145;;NULL;15.04.2017;;472;;0;0.00;3;0.00;3;;
16147;95;NULL;1;ARAÇ KALDIRMA LÝFTÝ;16146;;NULL;17.04.2017;;472;;0;0.00;3;0.00;3;;
16148;98;NULL;1;FIRÇA ÇELÝK 110*350;16147;;NULL;17.04.2017;;472;;0;0.00;3;0.00;3;;
16149;98;NULL;1;FIRÇA PÝLASTÝK 110*350;16148;;NULL;17.04.2017;;472;;0;0.00;3;0.00;3;;
16150;95;NULL;1;SUNTA KESME MAKÝNASI;16149;;NULL;17.04.2017;;472;;0;0.00;3;0.00;3;;
16151;108;NULL;1;LASTÝK 205/80 R 16 ÇÝFT KABÝN PÝKAP;16150;;NULL;21.04.2017;;472;;0;0.00;3;0.00;3;;
16152;94;NULL;13;BETON C 20/25;16151;;NULL;26.04.2017;;472;;0;0.00;3;0.00;3;;
16153;95;NULL;1;PREFABRÝK ÞANTÝYE BÝNASI;16152;;NULL;2.05.2017;;472;;0;0.00;3;0.00;3;;
16154;108;NULL;1;LASTÝK 185/75 R16 ÇÝFT KAMYONET;16153;;NULL;3.05.2017;;472;;0;0.00;3;0.00;3;;
16155;108;NULL;1;LASTÝK 205/75 R 16 ÇÝFT KABÝN ;16154;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16156;124;NULL;1;JANT 750*16;16155;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16157;91;NULL;2;YAÐ 527;16156;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16158;107;NULL;1;BIÇAK DERZ KESME MAK;16157;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16159;124;NULL;1;BUJÝ OT BÝÇME MAK.;16158;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16160;124;NULL;1;FÝLÝTRE OT BÝÇME MAK;16159;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16161;124;NULL;1;BALATA FREN OT BÝÇME MAK;16160;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16162;124;NULL;1;KARBÜRATÖR ADAPTÖRÜ OT BÝÇME MAK;16161;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16163;124;NULL;1;MÝSÝNA KAFASI OT BÝÇME MAK;16162;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16164;124;NULL;1;BOBÝN VÝTES ;16163;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16165;104;NULL;1;YAÐMURLUK ;16164;;NULL;5.05.2017;;472;;0;0.00;3;0.00;3;;
16167;105;NULL;17;BSK SICAK KARIÞIM ASFALT;16166;;NULL;15.05.2017;;472;;0;0.00;3;0.00;3;;
16168;126;NULL;1;KORÝGE  BORU SN4 200MM;16167;;NULL;26.05.2017;;472;;0;0.00;3;0.00;3;;
16169;126;NULL;3;KORÝGE BORU SN8 300MM;16168;;NULL;2.06.2017;;472;;0;0.00;3;0.00;3;;
16170;108;NULL;1;LASTÝK 285/70 R19,5 MERCEDES VAKUMLU;16169;;NULL;2.06.2017;;472;;0;0.00;3;0.00;3;;
16171;108;NULL;1;LASTÝK 6.50-16 TT ÇEKÝLÝR TÝP-RÖMORK;16170;;NULL;5.06.2017;;472;;0;0.00;3;0.00;3;;
16172;108;NULL;1;LASTÝK 385/65 R 22,5 ÇEKÝCÝ-DORSE;16171;;NULL;5.06.2017;;472;;0;0.00;3;0.00;3;;
16173;126;NULL;3;KORÝGE BORU SN8 500MM;16172;;NULL;5.06.2017;;472;;0;0.00;3;0.00;3;;
16174;108;NULL;1;JANT 900*22,5;16173;;NULL;5.06.2017;;472;;0;0.00;3;0.00;3;;
16176;101;NULL;1;AKÜ 115 AMP;16175;;NULL;15.06.2017;;472;;0;0.00;3;0.00;3;;
16177;98;NULL;1;FIRÇA ÇELÝK 130*400 ORTA;16176;;NULL;15.06.2017;;472;;0;0.00;3;0.00;3;;
16178;98;NULL;1;FIRÇA ÇELÝK 450 YAN;16177;;NULL;15.06.2017;;472;;0;0.00;3;0.00;3;;
16179;98;NULL;1;FIRÇA PLASTÝK 130*400 ORTA;16178;;NULL;23.06.2017;;472;;0;0.00;3;0.00;3;;
16180;126;NULL;1;BETON BORU 800*2000 MM;16179;;NULL;28.06.2017;;472;;0;0.00;3;0.00;3;;
16181;126;NULL;3;KORÝGE  BORU  1000 MM;16180;;NULL;30.06.2017;;472;;0;0.00;3;0.00;3;;
16182;108;NULL;1;LASTÝK 6,00-16 10 PR TRAKTÖR ÖN;16181;;NULL;13.07.2017;;472;;0;0.00;3;0.00;3;;
16183;108;NULL;1;LASTÝK 13.6-28 TT TRAKTÖR ARKA;16182;;NULL;13.07.2017;TRAKTÖR ARKA;472;;0;0.00;3;0.00;3;;
16185;137;NULL;1;KUTU GABIOM 8*10 D27 ;16184;;NULL;24.07.2017;;472;;0;0.00;3;0.00;3;;
16186;108;NULL;1;LASTÝK 7,50 - 16  RÖMORK ÖN SÜPÜRGE;16185;;NULL;26.07.2017;;472;;0;0.00;3;0.00;3;;
16187;94;NULL;13;BETON GRO;16186;;NULL;28.07.2017;;472;;0;0.00;3;0.00;3;;
16188;94;NULL;13;BETON 25/30;16187;;NULL;31.07.2017;;472;;0;0.00;3;0.00;3;;
16189;126;NULL;3;BORU DRENAJ 200;16188;;NULL;8.08.2017;;472;;0;0.00;3;0.00;3;;
16190;138;NULL;1;TAÞERON GÝDER;16189;;NULL;10.08.2017;;472;;0;0.00;3;0.00;3;;
16192;95;NULL;1;HÝDROLÝK PRES 120 TONLUK;16191;;NULL;17.08.2017;;472;;0;0.00;3;0.00;3;;
16193;142;NULL;17;TÜVENEN STABLÝZE MALZEME;16192;;NULL;21.08.2017;;472;;0;0.00;3;0.00;3;;
16194;97;NULL;1;BETONERME MENFEZ;16193;;NULL;21.08.2017;;472;;0;0.00;3;0.00;3;;
16195;108;NULL;1;LASTÝK 23,5-25 YÜKLEYÝCÝ LOADER;16194;;NULL;29.08.2017;;472;;0;0.00;3;0.00;3;;
16196;108;NULL;1;LASTÝK 6,00-16 TT TRAKTÖR ÖN;16195;;NULL;29.08.2017;;472;;0;0.00;3;0.00;3;;
16197;108;NULL;1;JANT 900*22,5;16196;;NULL;29.08.2017;;472;;0;0.00;3;0.00;3;;
16198;141;NULL;6;KABLO KANALI;16197;;NULL;15.09.2017;;472;;0;0.00;3;0.00;3;;
16199;104;NULL;1;ÞAPKA;16198;;NULL;27.09.2017;;472;;0;0.00;3;0.00;3;;
16200;104;NULL;1;GÖZLÜK;16199;;NULL;27.09.2017;;472;;0;0.00;3;0.00;3;;
16201;104;NULL;1;MASKE YÜZ;16200;;NULL;27.09.2017;;472;;0;0.00;3;0.00;3;;
16202;104;NULL;1;KULAKLIK;16201;;NULL;27.09.2017;;472;;0;0.00;3;0.00;3;;
16203;104;NULL;1;PANTOLON;16202;;NULL;27.09.2017;;472;;0;0.00;3;0.00;3;;
16204;104;NULL;1;TÞÖRT;16203;;NULL;27.09.2017;;472;;0;0.00;3;0.00;3;;
16205;104;NULL;1;ÇÝZME;16204;;NULL;27.09.2017;;472;;0;0.00;3;0.00;3;;
16206;104;NULL;1;YAMURLUK;16205;;NULL;27.09.2017;;472;;0;0.00;3;0.00;3;;
16207;108;NULL;1;LASTÝK 12R 22,5  KAMYON;16206;;NULL;3.10.2017;KAMYON;472;;0;0.00;3;0.00;3;;
16208;108;NULL;1;LASTÝK 1300/24 GREYDER;16207;;NULL;7.10.2017;GREYDER;472;;0;0.00;3;0.00;3;;
16209;108;NULL;1;LASTÝK 235/75 R17,5 KAMYONET;16208;;NULL;23.10.2017;;472;;0;0.00;3;0.00;3;;
16210;114;NULL;1;PANCAR MOTORU YENÝ;16209;;NULL;6.11.2017;;472;;0;0.00;3;0.00;3;;
16211;104;NULL;1;TULUM;16210;;NULL;7.11.2017;;472;;0;0.00;3;0.00;3;;
16212;113;NULL;6;ÇELÝK ;16211;;NULL;9.11.2017;;472;;0;0.00;3;0.00;3;;
16213;91;NULL;2;YAÐ 75/80;16212;;NULL;12.12.2017;;472;;0;0.00;3;0.00;3;;
16214;108;NULL;1;LASTÝK 185/65 R14 SÝLÝNDÝR SALI-BÝNEK;16213;;NULL;20.12.2017;PANEL;472;;0;0.00;3;0.00;3;;
16215;107;NULL;1;BIÇAK ASMAKSAN KAMYON;16214;;NULL;3.01.2018;;472;;0;0.00;3;0.00;3;;
16216;107;NULL;1;BIÇAK TDÝ KAMYON;16215;;NULL;3.01.2018;;472;;0;0.00;3;0.00;3;;
16217;107;NULL;1;BIÇAK OKUR KAMYON;16216;;NULL;3.01.2018;;472;;0;0.00;3;0.00;3;;
16218;107;NULL;1;BIÇAK SEMBOL KAMYON;16217;;NULL;3.01.2018;;472;;0;0.00;3;0.00;3;;
16219;107;NULL;1;BIÇAK GREYDER 15 DELÝKLÝ;16218;;NULL;3.01.2018;;472;;0;0.00;3;0.00;3;;
16220;107;NULL;1;BIÇAK DÝÐER ;16219;;NULL;3.01.2018;;472;;0;0.00;3;0.00;3;;
16221;91;NULL;2;YAÐ GRES KAVÇUKLU;16220;;NULL;5.01.2018;;472;;0;0.00;3;0.00;3;;
16222;91;NULL;2;YAÐ SHC629 BANDAJ YAÐI;16221;;NULL;5.01.2018;;472;;0;0.00;3;0.00;3;;
16223;90;NULL;17;TUZ KAYA;16222;;NULL;13.01.2018;;472;;0;0.00;3;0.00;3;;
16224;90;NULL;17;TUZ 0-2 TOZ;16223;;NULL;13.01.2018;35;472;;0;0.00;3;0.00;3;;
16225;90;NULL;17;TUZ KIRILMIÞ ELENMÝÞ;16224;;NULL;13.01.2018;65;472;;0;0.00;3;0.00;3;;
16226;90;NULL;17;TUZ KRÝSTAL;16225;;NULL;13.01.2018;;472;;0;0.00;3;0.00;3;;
16227;90;NULL;17;TUZ PASA;16226;;NULL;13.01.2018;;472;;0;0.00;3;0.00;3;;
16228;95;NULL;1;VÝNÇ TAVAN 5 TONLUK;16227;;NULL;13.01.2018;;472;;0;0.00;3;0.00;3;;
16230;111;NULL;1;ZÝNCÝR 225/70*15;16229;;NULL;17.01.2018;;472;;0;0.00;3;0.00;3;;
16231;111;NULL;1;ZÝNCÝR 440/8028;16230;;NULL;17.01.2018;;472;;0;0.00;3;0.00;3;;
16232;111;NULL;1;ZÝNCÝR 235/65*16;16231;;NULL;20.01.2018;;472;;0;0.00;3;0.00;3;;
16233;111;NULL;1;ZÝNCÝR 245/70R16;16232;;NULL;20.01.2018;;472;;0;0.00;3;0.00;3;;
16234;108;NULL;1;LASTÝK 195/50R16 BÝNEK-ACCENT BLUE;16233;;NULL;20.01.2018;;472;;0;0.00;3;0.00;3;;
16235;108;NULL;1;LASTÝK 175/70R14  BÝNEK-MÝCRA;16234;;NULL;23.01.2018;PANELVAN;472;;0;0.00;3;0.00;3;;
16236;108;NULL;1;LASTÝK KAPLAMA 12R 22.5 KAMYON;16235;;NULL;29.01.2018;;472;;0;0.00;3;0.00;3;;
16237;91;NULL;20;YAÐ HD10;16236;;NULL;13.02.2018;;472;;0;0.00;3;0.00;3;;
16238;91;NULL;2;YAÐ HD50;16237;;NULL;13.02.2018;;472;;0;0.00;3;0.00;3;;
16239;101;NULL;1;AKÜ 18 AMP ;16238;;NULL;17.02.2018;;472;;0;0.00;3;0.00;3;;
16240;101;NULL;1;AKÜ 75 AMP;16239;;NULL;20.02.2018;;472;;0;0.00;3;0.00;3;;
16241;108;NULL;1;LASTÝK 225/50R17 BÝNEK;16240;;NULL;11.04.2018;;472;;0;0.00;3;0.00;3;;
16242;108;NULL;1;LASTÝK KAPLAMA 295/80R22.5 KAMYON-ÇEKÝCÝ;16241;;NULL;20.04.2018;;472;;0;0.00;3;0.00;3;;
16243;108;NULL;1;JANT 1400*24;16242;;NULL;24.04.2018;;472;;0;0.00;3;0.00;3;;
16244;108;NULL;1;LASTÝK 265/70R19,5 LOWBET-ÇEKÝCÝ;16243;;NULL;21.05.2018;;472;;0;0.00;3;0.00;3;;
16245;108;NULL;1;JANT 7,5-19,5;16244;;NULL;21.05.2018;;472;;0;0.00;3;0.00;3;;
16246;108;NULL;1;LASTÝK 195/60R 15 PANELVAN-COURÝER;16245;;NULL;18.06.2018;;472;;0;0.00;3;0.00;3;;
16247;108;NULL;1;LASTÝK 155 R13 H100 ARKA ;16246;;NULL;18.06.2018; ÇÝFT KABÝN ARKA;472;;0;0.00;3;0.00;3;;
16248;141;NULL;1;ARÝZONA SERVÝSÝ;16247;;NULL;26.06.2018;;472;;0;0.00;3;0.00;3;;
16249;141;NULL;1;DÝKÝM ÝÞÇÝLÝÐÝ;16248;;NULL;26.06.2018;;472;;0;0.00;3;0.00;3;;
16263;142;NULL;6;TOZ;16262;;NULL;14.07.2018;;472;;0;0.00;3;0.00;3;;
16292;113;NULL;1;BANT ELEKTÝRÝK ;16268;;NULL;14.09.2018;;472;;0;0.00;3;0.00;3;;
16293;113;NULL;1;SÝLÝKON ( YAPIÞTIRICI );16292;;NULL;14.09.2018;;472;;0;0.00;3;0.00;3;;
16294;113;NULL;2;AKÜ SAF SUYU;16293;;NULL;14.09.2018;;472;;0;0.00;3;0.00;3;;
16295;155;NULL;2;ANTÝFÝRÝZ KIRMIZI;16294;;NULL;14.09.2018;;472;;0;0.00;3;0.00;3;;
16296;91;NULL;2;YAÐ 10/30 NUMARA;16295;;NULL;14.09.2018;;472;;0;0.00;3;0.00;3;;
16297;91;NULL;2;YAÐ TRAKTÖR ÞANZIMAN;16296;;NULL;14.09.2018;;472;;0;0.00;3;0.00;3;;
16298;108;NULL;1;LASTÝK 7.50-20 TRAKTÖR;16297;;NULL;19.09.2018;;472;;0;0.00;3;0.00;3;;
16299;108;NULL;1;LASTÝK KAPLAMA 265/70R19.5 LOWBET-ÇEKÝCÝ;16298;;NULL;19.09.2018;;472;;0;0.00;3;0.00;3;;
16301;156;NULL;12;RULO ÇÝM;16300;;NULL;24.09.2018;;472;;0;0.00;3;0.00;3;;
16302;156;NULL;13;TOPRAK;16301;;NULL;29.09.2018;;472;;0;0.00;3;0.00;3;;
16303;153;NULL;17;KGM/YAMA;16302;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16304;153;NULL;17;KGM/SERÝM;16303;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16305;153;NULL;13;KGM/HSYTEM HÝDROLÝK SANAT YAPILARINI TEMÝZLÝÐÝ BAK;16304;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16306;153;NULL;25;KGM/HENDEK;16305;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16307;153;NULL;25;KGM/SÜP  BORDÜR VE OTO KORKULUK SÜPÜRÜLMESÝ;16306;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16308;153;NULL;26;KGM/YOB YABANÝ OTLARIN BÝÇÝLMESÝ;16307;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16309;153;NULL;13;KGM/HYL HEYLAN ÞEV AKMASI;16308;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16310;153;NULL;27;KGM/KAMÇAL  KAR.BUZ KAMYON ÇALIÞTIRILMASI;16309;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16311;153;NULL;28;KGM/KAMBEK KAR BUZ KAMYON BEKLEME;16310;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16312;153;NULL;27;KGM/GRYÇAL KAR BUZ GERYDER ÇALIÞMASI;16311;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16313;153;NULL;28;KGM/GRYBEK  KAR BUZ GREYDER BEKLEME;16312;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
16314;153;NULL;27;KGM/YÜKÇAL KAR BUZ YÜKLEYÝCÝ ÇALIÞTIRLMASI;16313;;NULL;2.10.2018;;472;;0;0.00;3;0.00;3;;
